Shooter,Subject_Title,Text_or_Transcription
DylanKlebold,Thoughts,"Ah yes, this is me writing . . . just writing, nobody technically did anything, just I felt like 
throwing out my thoughts — this is a weird time, weird life, weird existence. As I sit here 
(partially drunk with a screwdriver) I think a lot. Think .. . think . . . that’s all my life is, just 
shitloads of thinking . . . all the time . . . my mind never stops . . . music runs 24/7 (except 
Ah yes, this is me writing . . . just writing, nobody technically did anything, just I felt like 
throwing out my thoughts — this is a weird time, weird life, weird existence. As I sit here 
(partially drunk with a screwdriver) I think a lot. Think . . . think . . . that’s all my life is, just 
shitloads of thinking . . . all the time . . . my mind never stops . . . music runs 24/7 (except 
for sleep), just songs I hear, not necessarily good or bad, & thinking . . . about the asshole 
 in gym class, how he worries me, about driving, & my family, about friends & doings 
with them, about girls I know (mainly   &  ) how I know I can never have them, yet 
I can still dream . . .
I do shit to supposedly ‘cleanse’ myself in a spiritual, moral sort of way (deleting the wads1 
on my computer, not getting drunk for periods of time, trying not to ridicule/make fun of 
people ( ) at school), yet it does nothing to help my life morally. My existence is shit to 
me — how I feel that I am in eternal suffering, in infinite directions in infinite realities. Yet 
these realities are fake — artificial, induced [?] by thought, how everything connects, yet its 
all so far apart. . . . & I sit & think . . . science is the way to find solutions to everything, right? 
I still think that, yet I see different views of shit now — like the mind — yet if the mind is 
viewed scientifically . . . hmm
I dwell in the past . . . thinking of good & bad memories A lot on the past though . . . I’ve always had a thing for the past — how it reacts to the pres-
ent & the future — or rather vice versa. I wonder how/when I got so fucked up w my mind, 
existence, problem — when Dylan Benet2 Klebold got covered up by this entity containing 
Dylan’s body . . . as I see the people at school — some good, some bad — I see how different I 
am (aren’t we all you’ll say) yet I’m on such a greater scale of difference than everyone else 
(as far as I know, or guess). I see jocks having fun, friends, women, LIVEZ.
Or rather shallow existences compared to mine (maybe) like ignorance = bliss. They don’t 
know beyond this world (how I do in my mind or in reality or in this existence) yet we each 
are lacking something that the other possesses — I lack the true human nature that Dylan 
owned & they lack the overdeveloped mind/imagination/knowledge too [?].
I don’t fit in here thinking of suicide gives me hope, that I’ll be in my place wherever I go 
after this life . . . that I’ll finally not be at war with myself, the world, the universe — my mind, 
body, everywhere, everything at PEACE in me — my soul (existence). & the routine is still 
monotonous, go to school, be scared & nervous, hoping that people can accept me . . . that I 
can accept them . . . the NIN [Nine Inch Nails] song Piggy is good for thought writing . . . The 
Lost Highway3 sounds like a movie about me . . . I’m gonna write later, bye. Well well, back at it, yes (you say) whoever the fuck ‘you’ is, but yea. "
DylanKlebold,Thoughts,"My life is still fucked, in 
case you care . . . maybe, . . . (not?) I have just lost fuckin 45$, & before that I lost my zippo 
& knife (I did get those back) Why the fuck is he being such an ASSHOLE??? (god I guess, 
whoever is the being which controls shit). He’s fucking me over big time & it pisses me off. 
Oooh god I HATE my life, I want to die really bad right now — let’s see what I have that’s 
good: A nice family, a good house, food, a couple of good friends, & possessions. What’s 
bad — no girls (friends or girlfriends), no other friends except a few, nobody accepting me 
even though I want to be accepted, me doing badly & being intimidated in any & all sports, 
me looking weird & acting shy — BIG problem, me getting bad grades, having no ambition 
of life, that’s the big shit. Anyway . . .
I was Mr. Cutter tonight — I have 11 depressioners on my right hand now, & my favorite 
contrasting symbol, because it is so true & means so much.4 The battle between good & bad 
never ends . . . OK enough bitchin . . . well I’m not done yet. OK go . . . I don’t know why I do 
wrong with people (mainly women) — it’s like they are set out to hate & ignore me, I never 
know what to say or do.   is soo fuckin lucky he has no idea how I suffer. Okay here’s some poetry. . . . this is a display of one man [?] in search of answers, never find-
ing them, yet in hopelessness understands things . . .
Existence. . . . what a strange word. He set out by determination & curiosity, knows no ex-
istence, knows nothing relevant to himself. The petty declarations of others & everything 
on this world, in this world, he knows the answers to. Yet they have no purpose to him. He 
seeks knowledge of the unthinkable, of the undefineable, of the unknown. He explores the 
everything5 . . . using his mind, the most powerful tool known to him. Not a physical barrier 
blocking the limits of exploration, time thru thought thru dimensions . . . the everything is 
his realm. Yet, the more he thinks, hoping to find answers to his questions, the more come 
up. Amazingly, the petty things mean much to him at this time, how he wants to be normal, 
not this transceiver of the everything. Then occurring to him, the answer. How everything is 
connected yet separate. By experiencing the petty others actions, reactions, emotions, doings, 
and thoughts, he gets a mental picture of what, in his mind, is a cycle. 
Existence is a great hall, life is one of the rooms, death is passing thru the doors, & the ever-
existent compulsion of everything is the curiosity to keep moving down the hall, thru the 
doors, exploring rooms, down this never-ending hall. Questions make answers, answers 
conceive questions, and at long last he is content."
DylanKlebold,Thoughts,"Yo . . . whassup . . . heheheheh . . . know what’s weird? Everyone knows everyone. I swear — 
like I’m an outcast, & everyone is conspiring against me . . . Check it . . . (this isn’t good, but 
I need to write, so here. . . .
Within the known limits of time . . . within the conceived boundaries of space . . . the aver-
age human thinks those are the settings of existence . . . yet the ponderer, the outcast, the 
believer, helps out the human. “Think not of 2 dimensions,” says the ponderer, “but of 3, 
as your world is conceived of 3 dimensions, so is mine. While you explore the immediate 
physical boundaries of your body, you see in your 3 dimensions — L, W, & H, yet I, who is 
more mentally open to anything, see my 3 dimensions. My realm of thought — Time, Space, 
& THOUGHT.  Thought is the most powerful thing that exists — anything conceivable can 
be produced, anything & everything is possible, even in your physical world.” After this so 
called “lecture” the common man feels confused, empty, & unaware. Yet those are the best 
emotions of a ponderer. The real difference is, a true ponderer will explore these emotions 
& what caused them.
Another . . . a dream.
Miles & miles of never ending grass, like a wheat. A farm, sunshine, a happy feeling in the 
presence, Absolutely nothing wrong, nothing ever is, contrary 180 [degrees] to normal life. 
No awareness, just pure bliss, unexplainable bliss, The only challenges are no challenge, & 
then. . . . BAM!!! realization sets in, the world is the greatest punishment. Life.
p. 26,393 Hypnosis place — It is a sky — with one large cloud, & sort of a cloud-made chair — the sun is 
at the head of the chair . . . 10 o’clock up into the sky . . . Below, I sometimes see mist, & the 
green (forest green) earth — sorta a city, yet I hear nothing. I relax on this chair — actually 
like a chaise — & I am talking . . . to what? I don’t know — it’s just there, I have the feeling 
that I know him, even though I consciously don’t . . . & we talk like we are the same person 
— like he’s my soul. . . .
The everlasting contrast. . . .
Dark. Light. God. Lucifer. Heaven. Hell. GOOD. BAD. Yes, the ever-lasting contrast. Since 
existence has known the ‘fight’ between good & evil has continued. Obviously, this fight 
can never end. Good things turn bad, bad things become good, the ‘people’ on the earth 
see it as a battle they can win. HA fuckin morons. If people looked at History, they would 
see what happens. I think, too much, I understand, I am GOD compared to some of those 
un-existable brainless zombies. Yet, the actions of them interest me, like a kid with a new 
toy. Another contrast, more of a paradox, actually, like the advanced go for the undevelopeds 
realm, while some of the morons become everything dwellers — but exceptions to every 
rule, & this is a BIG exception — most morons never change, they never decide to live in the 
‘everything’ frame of mind! It is not good for me right now (like it ever is) . . . but anyway . . . My best friend6 ever: the 
friend who shared, experimented, laughed, took chances with & appreciated me more than 
any friend ever did has been ordained . . . “passed on” . . . in my book. Ever since  7 (who I 
wouldn’t mind killing) has loved him . . . that’s the only place he’s been with her . . . if anyone 
had any idea how sad I am . . . I mean we were the TEAM. When him & I first were friends, 
well I finally found someone who was like me: who appreciated me & shared very common 
interests. Ever since 7th grade, I’ve felt lonely . . . when   came around, I finally felt hap-
piness (sometimes) we did cigars, drinking, sabotage to houses, EVERYTHING for the first 
time together & now that he’s “moved on” I feel so lonely, without a friend. Oh well, maybe 
he’ll come around → . . . I hope.
That’s all — for this topic — maybe I’ll never see this again"
DylanKlebold,Love,"OH my God . . . I am almost sure I am in love . . . with  .9 Hehehe . . . such a strange name, 
like mine . . . yet everything about her I love. From her good body to her almost perfect face, 
her charm, her wit & cunning, her NOT being popular. Her friends (who I know) — some 
— I just hope she likes me as much as I LOVE her. I think of her every second of every day. 
I want to be with her. I imagine me & her doing things together, the sound of her laugh, I 
picture her face, I love her. If [crossed out] soulmates exist, then I think I’ve found mine. I 
hope she likes Techno . . . :-)
, I love you"
DylanKlebold,Thoughts,"Oooh god I want to die sooo bad . . . such a sad desolate lonely unsalvageable I feel I am . . . 
not fair, NOT FAIR!!! I wanted happiness!! I never got it . . . Let’s sum up my life . . . the most miserable existence in the history of time . . . my best friend has ditched me forever, lost in 
bettering himself & having/enjoying/taking for granted his love. . . . I’ve NEVER knew this 
. . . not 100 times near this . . . they look at me   like I’m a stranger . . . I helped them both 
out thru life, & they left me in the abyss of suffering when I gave them the [?] The one who 
I thought was my true love,   is not. Just a shell of what I want the most . . . the meanest 
trick was played on me   a fake love . . . she in reality doesn’t give a good fuck about me 
. . . doesn’t even know me . . . I have no happiness, no ambitions, no friends, & no LOVE!!! 
 can get me that gun I hope, I wanna use it on a poor SOB. I know . . . his name is vodka, 
dylan is his name too. What else can I do/give . . . I stopped the pornography. I try not to pick 
on people. Obviously at least one power is against me.   . . . funny how I’ve been think-
ing about her over the last few days . . . giving myself fake realities that she, others MIGHT 
have liked me, just a bit . . . my [bad?] I have always been hated, by everyone & everything, 
just never aware. . . . Goodbye all the crushes I’ve ever had, just shells . . . images, no truths 
. . . BUT WHY? YES, you can read this, why did [illegible words].
[next to a small picture:] A dark time, infinite sadness, I want to find love. "
DylanKlebold,Thoughts,"Ignorance is bliss
happiness is ambition
desolation is knowledge
pain is acceptance
despair is anger
denial is helpless
martyrism is hope for others
advantages taken are causes of martyrism
revenge is sorrow
death is a reprieve
life is a punishment
others’ achievements are tormentations
people are alike
I am different. Goodbye, sorry to everyone . . . I just can’t take it . . . all the thoughts . . . 
too many . . . make my head twist . . . I must have happiness, love, peace. Goodbye
me is a god, a god of sadness
exiled to this eternal hell
the people I helped, abandon me
I am denied what I want,
To love & to be happy
Being made a human
Without the possibility of BEING human
The cruelest of all punishments
To some I am crazy
It is so clear, yet so foggy
Everything’s connected, separated
I am the only interpreter of this
Id rather have nothing than be nothing
Some say godliness isn’t nothing
Humanity is the something I long for
I just want something I can never have
The story of my existence. Me. sorry I didn’t write, A SHITLOAD in my existence ride. ok . . . hell & back . . . I’ve been 
to the zombie bliss side. . . . & I hate it as much if not more than the awareness part. I’m 
back now. . . . a taste of what I thought I want . . . wrong. Possible girlfriends are coming then 
 I’ll give the phony shit up in a second want TRUE love . . . I just want something I can 
never have. . . . True true I hate everything, why can’t I die . . . not fair. I want pure bliss . . . to 
be cuddling with  , who I think I love deeper than ever . . . I was hollow, thought I was 
right. Another form of the Downward Spiral10 . . . deeper & deeper it goes, to cuddle with 
her, to be one w her, to love, just laying there. I need a girl. This is a weird entry . . . I should 
feel happy, but shit brought me down. I feel terrible. The Lost Highway apparently repeats 
. . . itself. I won’t drink. Now,     lucky bastard gets a perfect soulmate, who he can 
admit FUCKIN SUICIDE to & I get rejected for being honest about fuckin hate for jocks. 
From the wrong people maybe . . .   &   Anyway . . . here are 2 poems."
DylanKlebold,Thoughts,"Fuck me die me. Awareness signs the warrant for suffering. Why is it that the zombies achieve something me wants (overdeveloped me). They can love, why can’t I? The true existor lives in solitude, 
always aware, always infinite, always looking for, his love. Peace might be the ultimate des-
tination . . . destination unknown. . . . I want happiness . . . abandonment is present for the 
martyr. My thoughts exist in, want to live in. I want to find a room in the great hall & stay 
there w my love forever. Sadness seems infinite, & the shell of happiness shines around. Yet 
the true despair overcomes in this lifetime. How tragic for my [?] dumass shithead I HATE 
SHIT motherfuckin goddamn piece of death thought and nothin FUCK FUCK FUCK
No emotions, not caring, yet another stage in this shit life. Suicide fuck all Thoughts
Farther and farther distant . . . That’s what’s happening . . . me & everything that zombies 
consider real . . . just images, not life. Soon I will be at peace I hope . . . Burn → “with all 
your life fucked up around you” I get more depressed with each day . . . more Evil. . . . & I 
can’t ever stop it!!! [illegible scribble]
Some god I am. . . . All people I ever might have loved have abandoned me, my parents piss 
me off & hate me . . . want me to have fuckin ambition!! How can I when I get screwed & 
destroyed by everything??!!! I have no money, no happiness, no friends . . . Eric will be getting 
further away soon. . . . I’ll have less than nothing . . . how normal. I wanted to love . . . I wanted 
to be happy and ambitions and free & nice & good & ignorant. . . . everyone abandoned me . . . "
DylanKlebold,Thoughts,"I have small stupid pleasures . . . my so called hobbies & doings . . . those are all that’s left for 
me . . . clinging onto the smallest rocks . . . many people climbing up a never ending vertical 
cliff. . . .   &   found a plateau to exist on. . .they walked up me to get to it. Nobody 
will help me . . . only exist with me if it suits them. I helped, why can’t they?   will get 
me a gun, I’ll go on my killing spree11 against anyone I want. More crazy . . . deeper in the 
spiral, lost highway repeating, dwelling on the beautiful past (  &   getting drunk) 
with me, everyone moves up, I always stayed. Abandonment. This room sucks wanna die
p. 26,401 everything is as least expected. The meek are trampled on, the assholes prevail, the gods are 
deceiving, lost in my little insane asylum with the outhouse [?] redneck music playing. . . . 
wanna die & be free with my love . . . if she even exists. She probably hates me . . . finds a 
[?] or a jock who treats her like shit. I remember details . . . nothing worth remembering 
I remember. I don’t know my love: could be  , or   or  , or  , or anyone. I 
don’t know & I’m sick of not knowing!! To be kept in the dark is a punishment!! I have lost 
my emotions . . . like in Hurt the song. NIN.12 people eventually find happiness I never will. 
Does that make me a non-human? YES. The god of sadness. . . .   church was so fun . . . 
the rec thing with Beeerr . . . Man I don’t know what’s up lately . . . never do in existence. All this shit with   
&   friends . . . so weird & different from past. . . . yet again, that’s the way in existence. I 
wonder if I’ll ever have a love . . . my love.   got his, I don’t, won’t ever get mine. Here’s 
all the people I’ve loved, or at least liked (or thought I loved) — all the same meaning is the newest . . . the purest (for now) . . . seems perfect for me . . . I seem perfect for her. 
I was delusional and thought she waved at me the last day of school. Oh well . . . my emotions 
are gone. So much past pain at once, my senses are numbed. The beauty of being numb.
One of my symbols No, everything
No, everything
No, everything
Everything
No, everything
No, everything
No, everything
the cliff theory . . . everyone trying to get higher & stable"
DylanKlebold,Thoughts,"the everything
Existence . . . to understand
Well well . . . so much changes . . . (like existence). I understand almost everything now . . . 
so close to my love —  . The runes have shown it, she has shown it, I have felt it. I know 
the meaning of each life: to be loved by your love, & to be happy with ones self. Only for the 
gods though (me,  , etc.). the zombies & their society band together & try to destroy what 
is superior13 (what they don’t understand & are afraid of. Soon. . . . either I’ll commit suicide, 
or I’ll get with   & it will be NBK14 for us. My happiness. Her happiness. NOTHING else 
matters. I’ve been caught with most of my crimes — xpl [for example] drinking, smoking & 
the house vandalism, & the pipe bombs. If, by fate’s choice,   didn’t love me, I’d slit my 
wrist & blow up Atlanta15 strapped to my neck. It’s good, understanding a hard road since 
my realization, but it gets easier. BUT IT DOESN’T! that’s part of existence. Unpredictable. 
Existence is pure hell & pure heaven at the same time. I will never stop wondering. The lost 
highway will never end, the music in my head will never stop . . . total [?] part of existence. The 
hall will never end. The love will always be there. GOD I LOVE HER!!! It’s so great to love. Society is tightening its grip on me, & soon I &   will snap. We will have our revenge on 
society, & then be free, to exist in a timeless spaceless place of pure happiness. The purpose of 
life is to be happy & be with your love who is equally happy. Not much more to say. Goodbye.
Almost happiness is slavery — the real people (gods) are slaves to the majority of zombies, 
but we know & love being superior.
I didn’t want to be a jock. I hated the happiness that they have — & I will have something 
infinitely better.
I love her & she loves me.
(By the way, some zombies are smarter than others, some manipulate . . . like my parents.)
I am GOD,   is GOD
the zombies will pay for their arrogance, hate, fear, abandoned, & distrust I love you   that’s all I think about anymore . . . I know that this humanity is almost over, 
that we will be free. We have proven to fate that we are the everything of purity & halcyon, 
& that we deserve, need, love, can’t exist without each other. It’s hard, I think that I might 
not be enough, my mind sometimes gets stuck on its own things, I think about human 
things — all I try to do is imagine the happiness between us. That is something we cannot even conceive in this toilet earth. The everything, the halcyon, the happiness is ours, there 
will be no notes from me. Let the humans suffer without my knowledge of the everything. 
I am trying not to think about the happiness, somehow thinking that  16 will destroy it if I 
conceive/relish in it when I’m a human, but I love her. We are soulmates."
DylanKlebold,Thoughts,"I love you 
You don’t consciously know who I am (please don’t skip to the back: read the note as it was 
written), & doubtedly unconsciously too. I, who write this, love you beyond infinince. I think 
about you all the time, how this world would be a better place if you loved me as I do you. 
I know what you’re thinking: “(some psycho wrote me this harassing letter)” I hoped we 
could have been together . . . you seem a bit like me. Pensive, quiet, an observer, not wanting 
what is offered here (school, life, etc.) you almost seem lonely, like me. You probably have a 
boyfriend though, & might not have given this note another thought. I have thought you my 
true love for a long time now, but . . . well . . . there was hesitation. You see I can’t tell if you 
think of anyone as I do you, & if you did who that would be. Fate put me in need of you, yet 
this earth blocked that with uncertainties. I will go away soon, but I just had to write this to 
you, the one I truly loved. Please, for my sake, don’t tell anybody about this, as it was only 
meant for you. Also, please don’t feel any guilt about my soon-to-be “absence” of this world 
(it is solely my decision: no one else’s) oh . . . the thoughts of us . . . doing everything together, 
not necessarily anything, just to be together would have been pure heaven. I guess it’s time 
to tell you who I am. I was in a class with you 1st semester, & was blessed with being with 
you in a report. I still remember your laugh. Innocent, beautiful, pure. This semester I still 
see you — rarely. I am entranced during 5th period, as we both have it off. To most people, I appear . . . well . . . almost scary, 
but that’s who I appear to be as people are afraid of what they don’t understand. I denied 
who I was for a long time. Until high school. . . . anyway, you have noticed me a few times, I 
catch every one of these gazes with an open heart. I think you know who I am by now. Un-
fortunately . . . even if you did like me even the slightest bit, you would hate me if you knew 
who I was. I am a criminal. I have done things that almost nobody would even think about 
condoning. The reason that I’m writing you now is that I have been caught for the crimes I 
committed, & I want to go to a new existence. You know what I mean (suicide). I have noth-
ing to live for, & I wont be able to survive in this world after this legal conviction. However, 
if it was true that you loved me as I do you . . . I would find a way to survive. Anything to be 
with you. I would enjoy life knowing that you loved me. 99/100 chances you probably think 
I’m crazy, & want to stay as far away as possible. If that’s the case, then I’m very sorry for 
involving an innocent person in my problems, & please don’t think twice. However, if you are 
who I hoped for in my dreams & realities, then do me a favor: leave a piece of paper in my 
locker saying anything that comes to you. Well, I guess this is it — goodbye, & I love(d) you."
DylanKlebold,Thoughts,"I LOVE  !! I love her to infinince. I look back on my awareness journey, see the parts & 
sections of my understanding . . . it’s almost done, yet it is never done, I love  . She is 
my soulmate, my [?] all the imaginative halcyons & pure existences I have with her (to me) 
are almost happiness . . . I just wish I could call her. . .something blocks me from calling her, 
my human side is putting up a wall to prevent me from calling her, like a fear of “its” truth. 
BS. I will overcome all fears, doubts, & zombie-based thoughts (oxymoron) . . . I will follow 
our hearts to the halcyon, loving her. I love you. I think
don’t care (?)
Forever fate, up & down spiral
1.5 human years . . . so much changed in small time, my friends (at my choice) are deplet-
ing & collapsing under each other (Eric &  ) like I thought they would, I am ready to be 
with  . The ups & downs of fate are forever, good & bad, equal me. The lost highway, 
& downward spiral never end. Existence is like infinity times itself. ∞∞ [symbolizes infinity 
to the power of infinity] I have passed thru this much of the ever existence, this is almost a 
checkpoint. The zombies have set their [place? plane?] in my mind for the cliff theory I’ve 
[?] off with   & we’ve floated away to the halcyon. The zombies will pay for their being, 
their nature. I know everything, yet I know nothing. I am a true god. My infinite memories, 
thoughts, perceivations of purity come a lot more with her, there is pure pure happiness — the 
purpose of our existence. I hate, love things, hate everything, love me &  . I understand 
that I can never ever be a zombie, even if I wanted to. The nature of my entity. Soon we will 
live in the halcyons of our minds, the one thing that made me a god. Things are so simple, 
now that they are infinitely complicated. HAHAHAHA."
DylanKlebold,Thoughts,"I understand whatever of everything. I am the god of the everything.
Fate is my only master.
This is probably my last entry. I love my self close second to   my everlasting love. 
Goodbye.
I will never stop learning. This shit again. Back at writing, doing just like a fucking zombie. Lately I can’t change my 
mind from the fucking deeds of zombies. Earth, humanity, HERE. That’s mostly what I think 
about. I hate it. I want to be free . . . free . . . I thought it would have been time by now. The 
pain multiplies infinitely never stops Yet [?] I’m here, STILL alone, still in pain, so is she. 
The thing I have concluded is that fate   will decide when we should be together.   decided 
when our existence started, it should end the same way, with us unknowing, in limbo. I 
love you  . Always have, will. The scenarios, images, pieces of happiness still come. they 
always will. I love her she loves me. I know she is tired of suffering as I am. It is time. It is 
time. I love her the journey, the endless journey started, it has to end. We need to be happy 
to exist truly. I see her in perfection, the halcyons. I await endless purity. I exist as less than 
nothing without her. –O. my humanity, –O. I don’t know if I should call her, or wait for   
to act. Yet, calling her is a state of humanity. I’m forever sorry, infinitely, about the pornos. 
My humanity has a foot fetish & bondage extreme liking. I try to thwart it sometimes to no 
effect. Yet the masturbation has stopped. I’m sorry  . Always I feel the [?] happiness here, 
thinking of her for brief moments. That’s how I know the everything is true."
DylanKlebold,Thoughts,"I hate this non-thinking stasis. I’m stuck in humanity. Maybe going “NBK” (gawd) with Eric 
is the way to break free. I hate this. The happiness is close visible ending, end of the beginning of the halcyons.
The humanity is blocking me again. Time to go. HAHAHAHA fuck all. Hate this shit, need 
to be me, love her. The framework of society stands above & below me. The hardest thing to destroy, yet the 
weakest thing that exists. I know that I am different, yet I am afraid to tell the society. The 
possible abandonment, persecution is not something I want to face, yet it is so primitive to 
me. I guess being yourself means letting people know about inner thoughts too, not just 
opinions & fashions. I will be free one day, in the land of purity 
& my happiness, I will have a love, someone who is me in a way. someday . . . possibly thru 
this life, maybe another, but it will happen . . ."
DylanKlebold,Thoughts,"Love is more valuable than anything I know. To love is to enter a completion of oneself. I hate 
those who choose to destroy a love, who take it for granted. love is greater than life even. As I 
look for love, I feel I can’t find it. Ever. But something tells me I will, someday. Somewhere. As my love will find me, she feels as I do right now, I can feel it, we will be inseparable. Her 
& I. Whether it is   or not, I think I’ll find it (my love). We will be free, to explore the 
vast wonders of the stars. To cascade down everlong waterfalls, & thru the warmest seas of 
pure happiness . . . no limits . . . no limits. Nothing will stop us."
DylanKlebold,Thoughts,"The humanity of here & now clouds all that I see. Yet the me, the one, can now control the 
pain, & it is done. 5 more days. 5 . . . . . . a very influential number, another brick in my jour-
neyed wall. Humans are zombies, they scratch for acceptance & greed & kill themselves thru 
each other. They will never learn, or maybe they will, but wont have the strength to learn 
to be aware is not a trait, it’s a godlike thing. Blessed God, not a Christian, Jesus, Mt. Sinai, 
Abraham, David, Bible gay shit god, but a true controller of existence.   was to make us this 
way. These moments will be lost in the depressions & caverns of the human books forever, 
like, tears, in, rain, but the thoughts will be eternal. To explain the happiness is impossible 
even for fate. It’s just a pure halcyon set to last more existences than a conceivable number. 
Stupid gay nigger humans think I’m “crazy.” Or they think I’m childish. Hahaha, because 
I can’t solve [math equation]. That makes me dumb! Because I can’t stay thinking in a 2nd 
dimension, I go to the 5th!17 Haha. So I wait 5 more days. 5 more days. 5 eternities, & I know 
her & I are all conceived from ourselves & each other, every night of the self-awareness journey, every thought we conceived, we have finished the race. Time to die. Everything we 
knew we were able to understand it, to perceive it, into what we should. Everything we knew, 
we know & use. An understanding of the everything. An Einstein stuck in an ant’s body. 
We are the nature of existence. The zombies were a test, to see if our love was genuine. We 
are in wait of our reward, each other. The zombies will never cause us pain anymore. The 
humanity was a test. I love you, love. Time to die, time to be free, time to love. One day, one is the beginning, [?] the end. Hahaha. Reversed, yet true. About 26.5 hours 
from now the judgment will begin. Difficult, but not impossible, necessary, nerve-wracking 
& fun.
What fun is life without a little death?
It’s interesting, when I’m in my human form, knowing I’m going to die. Everything has a 
touch of triviality to it. Like how none of this calculus shit matters. The way it shouldn’t. 
the truth. In 26.4 hours, I’ll be dead, & in happiness. The little zombie human fags will 
know their errors, & be forever suffering and mournful. HAHAHAH, of course I will miss 
things. Not really. Ok, this is my will. This is a fucking human thing to do, but whatever.
 — you were a badass, never failed to get me up when I was down. Thx. You get
FUCKED."
EricHarris,Journal,"I hate the fucking world, too much god damn fuckers in it. Too many thoughts and different 
societies all wrapped up together in this fucking place called AMERICA. Everyone has their 
own god damn opinions on every god damn thing and you may be saying “well what makes 
you so different?” because I have something only me and V1 have, SELF AWARENESS. Call 
it existentialism or whatever the fuck you want. We know what we are to this world and 
what everyone else is. We learn more than what caused the civil war and how to simplify 
quadratics in school. We have been watching you people. We know what you think and how 
you act. All talk and no actions. People who are said to be brave or courageous are usually 
just STUPID. Then they say later that they did it on purpose cause they are brave when they 
did [it] on fucking accident. GOD everything is so corrupt and so filled with opinions and 
points of view and people’s own little agendas and schedules. This isn’t a world anymore. 
It’s HOE2 and no one knows it. Self awareness is a wonderful thing. I know I will die soon, so will you and everyone else. Maybe we will be 
lucky and a comet will smash us back to day 1. people say it is immoral to follow others, they 
say be a leader. Well here is a fuckin news flash for you stupid shits, everyone is a follower! 
Everyone who says they aren’t followers and then dresses different or acts different . . . they 
got that from something they saw on TV or in film or in life. No originality. How many Jo 
MAMMA jokes3 are there and how many do you think are original and not copied. KEINE 
[German: none]. It’s a fucking filthy place we live in. All these standards and laws and great 
expectations [?] are making people into robots even though they might “think” they aren’t 
and try to deny it. No matter how hard I try to NOT copy someone I still AM! Except for this 
fucking piece of paper right here, and BTW [by the way] spelling is stupid unless I say, I say 
spell it how it sounds, it’s the fuckin easiest way! Hey try this sometime, when someone 
tells you something, ask “why?” eventually they will be stumped and can’t answer any more. 
That’s because they only know what they need to know in society and school. Not real life 
science. They will end up saying words = to this “because! Just shut up!” People that only 
know stupid facts that aren’t important should be shot, what fucking use are they. NATURAL 
SELECTION. Kill all retards, people with brain fuck ups, drug addicts, people who can’t figure out how to use a fucking lighter. Geeeawd! People spend millions of dollars on sav-
ing the lives of retards, and why. I don’t buy that shit like “oh, he’s my son, though!” so the 
fuck what, he ain’t normal, kill him. Put him out of his misery. He is only a waste of time 
and money, then people say “but he is worth the time, he is human too.” No he isn’t, if he 
was then he would swallow a bullet cause he would realize what a fucking [illegible] he was."
EricHarris,Journal,"As I said before, self-awareness is a wonderful thing. I know what all you fuckers are think-
ing and what to do to piss you off and make you feel bad. I always try to be different, but I 
always end up copying someone else. I try to be a mixture of different things and styles, but 
when I step out of myself I end up looking like others or others THINK I am copying. One 
big fucking problem is people telling me what to fuckin do, think, say, act, and everything 
else. I’ll do what you say IF I feel like it. But people (ie, parents, cops, God, teachers) telling 
me what to [arrow to “do, think, say, act”] makes me not want to fucking do it! That’s why 
my fucking name is REB!!! No one is worthy of shit unless I say they are. I feel like God and 
I wish I was, having everyone being OFFICIALLY lower than me. I already know that I am 
higher than most anyone in the fucking welt [German: world] in terms of universal Intel-
ligence. And where we stand in the universe compared to the rest of the UNIVERSE. and if 
you think I don’t know what I’m talking about then you can just “BUCK DICH” [German: 
bend over]4 and saugen mein hund [German: suck my dog]! Isn’t America supposed to be the 
land of the free? How come, If I’m free, I can’t deprive a stupid fucking dumbshit from his 
possessions if he leaves them sitting in the front seat of his fucking van out in plain sight 
and in the middle of fucking nowhere on a Frifuckingday night.5 NATURAL SELECTION. 
Fucker should be shot. Same thing with all those rich snotty toadies at my school. Fuckers 
think they are higher than me and everyone else with all their $ just because they were born 
into it? Ich denk NEIN [German: I think not]. BTW [by the way], “sorry” is just a word. It 
doesn’t mean SHIT to me. Everyone should be put to a test, an ULTIMATE DOOM test, see who can survive in an environment using only ‘smarts’ 
and military skills. Put them in a Doom world, no authority, no refuge, no BS copout excuses. 
If you can’t figure out the area of a triangle or what “cation” means, you die! If you can’t 
take down a demon with a chainsaw or kill a hell prince with a shotgun, you die! Fucking 
snotty rich fuckheads   [apparently a name] who rely on others or on sympathy or $ to 
get them through life should be put to this challenge. Plus it would get rid of all the fat, 
retarded, crippled, stupid, dumb, ignorant, worthless people of this world. No one is worthy 
of this planet, only me and who ever I choose, there is just no respect for anything higher 
than your fucking boss or parent. Everyone should be shot out into space and only those 
people I say should be left behind. "
