author,topic,text,shooter,,,,,,,,,,,,,,,,,
3549403,Non-Profit,"                 hey jo i made you a blog!!!! if you dont like sumthings, then u can change the settings if ya want ok well im gunna e-mail u ur username and password to ya now g2g buh byes               ",0,,,,,,,,,,,,,,,,,
3548804,Engineering,"       my life seems to be revolving around clouds now.. the clouds over buffalo, the clouds of smoke enveloping my nights, the clouds surrounding my internship, the clouds covering my research, the clouds in my head and my mind, the clouds, the clouds.. been reading quite a few blogs, and everyone seems to be doing an introspective soul-search or the like.. and i wonder why?   watched 'The Terminal' the other day, and was really struck by what Catherine Zeta-Jones said to Tom Hanks about the locket that Napoleon gave to Josephine on their wedding - in it was inscribed  'destiny' , and that struck me as amazing. of all the things he could have had engraved, maybe cheesy things like their names, or 'love always' or some other sentimental bullshit, he had 'destiny'. beautiful. think about that, and chew on it. i haven't been able to get over that for days now.. how poignant, yet perfect.  went to the archi. dept. to continue with the set-up work.. then came home in the evening, showered and chilled out with a beer. for those who haven't tried this yet.. get a chilled beer, and drink it while soaking your aching shoulders under a hot shower.. and man will you thank your lucky stars for the little pleasures that life affords us every day.  went for a long relaxing walk with mal in the evening.. we went everywhere yet nowhere.. one thing must be said about the summer evenings.. nothing is more cathartic than just walking and taking the mickey.. i know the day will come, very soon too.. when we'll look back and hark the days of yore (actually the days of college!!) reminiscing on the carelessness of it all..   ash and i dropped mal home, then passed by kenilworth liquors on the way back, and the deed was done - smirnoff twisted raspberry and ballantine's scotch! made a screwdriver using the shaker we bought at chili's.. very comfortable this.. making cocktails and shots at home using the shaker!!   Song of the Day:  'Plush' -  urlLink Stone Temple Pilots             ",0,,,,,,,,,,,,,,,,,
3548434,indUnk,"                 ok ok i know it's 5 past 6 and yes i did just get up...from a totally wasted afternoon sleep. You see here is how i spent my day. I woke up at 9 and got up and 9:30 which was when my parents told me that we were going to yumcha and were leaving now. This prompted me to get dressed and cleaned in something like 10 minutes (and a pretty good job i'd say). I won't go into why we were going to yumcha on Sunday because it'll take too long. Let's just say it involves my grandmother who is staying here at the moment. Due to track work in the city, we caught a bus to central (again don't ask why we were eating in central).  The first sign of trouble was when we got there and noticed quite a large crowd of people standing outside the yumcha place. This turned out to be people waiting for a table. Now we had to wait for a table and we waited...and waited...and waited and pretty soon i was quite pissed off and bored because i was hungry as i missed breakfast and i brought nothing to do. After an hour i rang andy out of pure boredom and talked to him from a payphone in the middle of this waiting crowd (note: if anybody ever wants to be a person i call out of pure boredom please leave a name plus number). By now i have a fat headache caused by loud random noise caused by annoyed people. Then i get pulled off the phone because we finally get a table. So i'm eating with a large headache still with lots of noise. Not good. When we finished we went to Chinatown etc. all the asian places asian people go in the city. I was travelling along in a kinda drugged trance due to headache. When we got home at 4 i went straight to bed and i just woke up. Anyway RICE was fun, saw lots of people, learnt some new stuff, relearnt some old, saw a HP3 (not that bad). And that was my weekend.      ",0,,,,,,,,,,,,,,,,,
3548434,indUnk,"                 ok well ill talk again :P First blog.... cos of sum1's stupid dead link (u can guess hu). On Friday no bball cos of sum stupid long wkend thingy even tho friday isn't part of the wkend. n den on Saturday we WON SOCCA. w00t first win all season 5-2. stanton scored lmao from a free kick, dats like first time in ..... ever. den rushed to chats to c HP3 n stupid train wasn't runnin to gordon so i had to w8 4 20 mins for bus n den had to w8 another 10 mins at gordon for train. ended up 20 mins l8 n 3 o'clock session was sold out so had to c it at 4>.<. killed time went to timezone where no1 played nething (such a waste of energy) n den .... ATE FOOD, or in my case drink rndm not rite tastin mango pearl tea. da stupid machine was broken so dey gv dis dodgy curvy lid thingy instead of proper sealy thing dat u get to poke thru. *sigh* it takes away all da fun. Well movie was avg cut out heaps but didn't expect it 2 b gud neway. afta church went to chats again to shop.... details unecessary n den came home n bludged n watched legally blonde while i was supposed 2 b doin hwk......... n den monday ... queens bday, no hill dbatin, and wait for it.... wait for it....FRIENDS. first time in like 7 wks iv bin able to c it cos of stupid hill comp n its an old episode.... Now decidin whether or not to go 2 storm da castle n shrek 2 ?????????????      ",0,,,,,,,,,,,,,,,,,
3547891,indUnk,"       I think I mentioned earlier that I want to go to the writers conference in Surrey. This means I need to raise 400 dollars by October. My July allowance will likely be spent in Ontario (if I'm cheap then maybe not, but we'll assume it is). That gives me August, September and October which is $120. I can probably clean Papa's house four times which is another $40. I can probably get 20 bucks from mom for business stuff. That gives me $180. I'll have at least $20 dollars left after Ontario so I'm at 200. That's only half. Either I have to convince my parents to pay half or do something else.   My aunt Cathy just offered me babysitting for this summer. Cathy is at school and she'll need daycare for her two kids. She's a welfare single mom so I don't expect great amounts. I'm so busy that I'll only be able to do it 4 weeks and there would be once a week that I'm volunteering at the hospital and couldn't do it. So that's 16 days for like 8 hours a day. Let's say she pays me 5 bucks an hour (I deserve more but let's assume lower rather than higher). Fourty a day times 16 days is 640. Wow. That's like more than enough. I'm really going to try to take her up on that. I'm not sure what mom will say.   I could also offer to do more chores for more money. But the baby sitting will work much better. I really hope she's all right with that.          ",0,,,,,,,,,,,,,,,,,
3546185,Technology,"              Just watched Kill bill Part one and two...     They're alright, nothing bad about them but they're not brilliant either. However they're good movies and worth a watch.          ",0,,,,,,,,,,,,,,,,,
3545943,Student,"             &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp There are still some kind people in this world.  Last night, we went to Joensy's because my mom and dad wanted tenderloins.  It's way out in Center Point.  As we reached the 'One mile to Center Point' sign, the car began to slow.  My dad pulled onto the shoulder of the highway and the car continued to slow.  Finally, it came to a halt.  My dad got out of the car and checked the engine.  He tried to restart it several times, but we got nothing.  We got out to walk.  We had walked only ten feet when a car pulled over in front of us.  A man with rugged features and bristly stubble all over his chin got out of his truck and walked towards us.  His face was dirt-smudged but kindly.  He offered us the use of his cell phone and gave us a ride to Joensy's.  (And my mom said not to get into a car with a stranger!)  He told us that they had had a car that broke down once, and they took it in to fix, but it kept breaking down every so often for about six months, until they gave in and got rid of it.  He was awfully chatty.  He told us all about his wife and kids.  So here was this man we had never met before who stopped to help, just because we knew what we were going through.  That's kindness.   &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp We ate our supper and called a friend of ours to come rescue us.  My dad waited for the tow truck, which would only tow the car five miles before charging, so they went to the auto repair shop near Center Point.  My mom and my sister went to fetch my dad.  Now the car is dead.  Our good ol' Hyundai that served us so well.  But that's what happens when you buy a used car, I guess.  Poor thing.         ",0,,,,,,,,,,,,,,,,,
3544399,Student,        '> You're Sonic! GOOD FOR YOU!!    urlLink   What Sonic Character are YOU?     brought to you by  urlLink Quizilla      urlLink       urlLink Which Sonic Character  are you?           ,0,,,,,,,,,,,,,,,,,
3544122,Communications-Media,"        'And we lay down on the sand of the sea, And before us animosity will stand and decree; That we speak not of love only blasphemy.'          ",0,,,,,,,,,,,,,,,,,
3543690,Environment,             Are the lies ever going to stop?  Click the title of this entry for the link.           ,0,,,,,,,,,,,,,,,,,
3543690,Environment,"             How sad is this?  The Republicans are now not only contributing money to Nader, but are helping him to get on the ballot in swing states.  In Portland, Oregon, two right-wing groups started phone banks to get fellow Nazi's out to sign Nader's petition to get him on the ballot. What's the matta guys?  Are you that scared your little Bushie won't win the swing states?  Being elected honestly obviously went out the window in the 2000 election (Florida, anyone?).  The conservatives don't seem to have enough 'faith' in their candidate to let him win the election on his own merits(?).  If he has any.         ",0,,,,,,,,,,,,,,,,,
3542984,indUnk,"        Yay, home!&nbsp; I went almost four whole days without my knitting.&nbsp; Can you imagine?&nbsp; It was terrible.&nbsp; I'm probably exaggerating, though, considering I didn't have much free time... but still.&nbsp; So yesterday when I got home, I wasted no time getting back to the Coney scarf before I fell asleep from travel exhaustion.     &nbsp;   While in Bloomington, IN, I did visit the yarn store there, which was big, though mostly spinning machines(?) more than a large yarn supply, from what I could see.&nbsp; I didn't wind up buying anything because I would have had to buy needles and patterns and yarn, etc, etc.&nbsp; So I moseyed over to Howard's Bookstore across the way,&nbsp;and that&nbsp;was a delight.&nbsp; I saw two resident cats in the store; one looked just like my Finnegan, but he had green eyes.&nbsp; That made me miss my kitties, but it was fun to see cats in the store.&nbsp; There, I bought   urlLink   Knit: A Personal Handbook    , which I've been wanting for a while, and the next day I went back and bought   urlLink   The Little Box of Scarves    .&nbsp; Unfortunately, sans needles and yarn, there wasn't much I could do with these books/patterns.&nbsp; I really like the  Knit  journal, and I plan to use it as sort of a scrapbook for my projects with info and pictures of the finished goods.&nbsp;  The Little Box of Scarves  has a lot of neat patterns that are inspiring and versatile.     &nbsp;   That's about all the knitting news for me today.&nbsp; I hope to put the ears on my kitty hat this weekend, and maybe even finish the Coney scarf.         ",0,,,,,,,,,,,,,,,,,
3542946,Student,       A little question: why does the government encourage everyone to have lots of babies (we have a dropping birth rate) and then say we don't have enough room for refugees  (we don't want these people in our country)? How is this policy created by anything other than fear and racism?  Surely if the government was serious about battling the 'ageing crisis' it would welcome newcomers to the country.             ,0,,,,,,,,,,,,,,,,,
3542478,Arts,       To the man who likes his men how he likes his Kofi: HAPPY BIRTHDAY!           ,0,,,,,,,,,,,,,,,,,
3542478,Arts,"       Yes, these are the ones I joined:  >harvard-ceo's  Harvard greengrocers apostrophe?   >harvard-eco_alum  These are the guys that got bullied even at Harvard   >harvard-indigenous_history  I can't IMAGINE this group turning into an israel/palestine debate!   >harvard-jewish_interest_and_resources  I can't IMAGINE this group turning into an israel/palestine debate!   >harvard-marxism-and-sciences  Harvard Soviet nuclear program?   >harvard-school_vouchers  Buy one get one free at the Kennedy School of Govt?   >harvard-singles_over_35  Greta Garbo looks.  Rich.  Successful.   >harvard-space_exploration  I can't IMAGINE this group turning into an israel/palestine debate!   >harvard-terrorist_attacks_response  'If only my  media assets  could do something to help the situation.   >harvard-vegetarians  Yeah, that's an  e , I swear.         ",0,,,,,,,,,,,,,,,,,
3542091,Religion,"           I just noticed I've used 'man is a political animal' as a title for postings here twice. I apologise for that. It's that bloody Aristotle: he's just too 'catchy'.  Anyway. I've nothing worthwhile to say this time, but I just felt like having a moan about people who drive too fast through villages. I've already spoken about the '45mphconstantlius' subspecies of village speeder, and I never stop complaining about the juvenile speeder who doesn't know any better.  But it seems to me that everyone goes faster than 30mph through villages. I always end up with a train of tailgaters behind. Aren't they bothered about killing someone?  As far as I am concerned it is simply a display of aggression and disrespect towards locals. It's like their actions are saying, 'fuck you! I don't care if I   do   run your children over.' And where I come from that is fighting talk.  I am considering changing all the road signs in our area that point towards the M1 so that: a) either they all point in a huge circle, and after say 7 miles the driver who follows the roadsigns finds himself back where he started (actually most people wouldn't notice that and would circle forever or until they ran out of fuel). Or; b) make the signs point down a narrow country lane that gets narrower and narrower (making turning round impossible) with, at the end, a very muddy field so that all the cars get stuck in it, like mammoths in a prehistoric tarpit.  The rusty carcasses could then be auctioned to travellers for scrap.  That would be good.          ",0,,,,,,,,,,,,,,,,,
3541583,Education,"             Some good reading to situate blogs in their wider historical, cultural and pedagodical contexts:  Blood, Rebecca.' Weblogs: A History and Perspective.'  Rebecca's Pocket , 7 September 2000,  urlLink http://www.rebeccablood.net/essays/weblog_history.html .  Glaser, Mark. 'Scholars Discover Weblogs Pass Test as Mode of Communication.'  Online Journalism Review , 11 May 2004,  urlLink http://ojr.org/ojr/glaser/1084325287.php .  Gurak, Laura, et al., eds.  Into the Blogosphere: Rhetoric, Community and the Culture of Weblogs . 2004,  urlLink http://blog.lib.umn.edu/blogosphere/ .  Walker, Jill & Mortensen, Torill.  'Personal Publication as an Online Research Tool. With Torill Mortensen. In Researching ICTs in Context.'  InterMedia Report , ed. Andrew Morrison, Oslo, 2002,  urlLink http://www.intermedia.uio.no/konferanser/skikt-02/docs/ Researching_ICTs_in_context-Ch11-Mortensen-Walker.pdf .         ",0,,,,,,,,,,,,,,,,,
3540194,indUnk,"       Wtf? If someone tells someone else that they like them, even if its not true, ppl are gonna believe it. And if it isnt, the other person will figure it out eventually. No one is that stupid. I am underestimated, hurt, and feeling very stupid right now.  To the girl, i dont care if you do anything, im not stupid and its not my place at all. I know that he lied and im ok with that. I feel soo stupid though.... To the boy, i hope ur happy because now that i am no longer in complete denial i realize we arent friends, i cant trust u, and i dont know wat i saw in you.  bye         ",0,,,,,,,,,,,,,,,,,
3539802,Sports-Recreation,"             P.S.  Life Skils Prom rocked the mic right.  I'd like to ask that you bloggers extend an invitation to the 'exceptional' students of our school, you might be pleasantly suprised at the results.  P.P.S.  My post is my honost, albeit aggressive opinion.  I do not apologize for anything I've said, but none of it is meant to be offensive.  If you have any questions, come to me personally and I'll explain them individually.  Love Rob         ",0,,,,,,,,,,,,,,,,,
3539224,Student,"                 I arrive on the Campus of Ashland University at 1pm to register so i can find my room and building. i was assigned to Clark Hall, my city was Davidson, and my counties name is Holcshuh. I waited for my roommate for the longest time and she never came for a long long time, but at like almost 2:30ish i met her. My roommates name is Sarah Balney, she is a great/amazing person. i had soo much fun talking to her and hanging out with her the whole time we were there on the first day. we then had a meeting in our city hall to meet n greet all the girls who were selected to go to girls state. it was a great privalage to have such an amazing city and to have great friends. we walked into the room as strangers and we will walk out as best friends, the week we spent together will be remembered forever, since it was a great privilage to be selected for such a great thing. We then explored the campus with our city, *Z* showes us where things were and where to find everything. after that we ate dinner with our cities, and we then had a bond to each other, i then started to hang out with nicole, krysta and bridget. at 8 pm we all went as a city to the upper convo room to have our opening ceremony, it was kind of boring but i guess u'll have that sometimes. after we had our opening ceremony we started to form our businesses and have some fun. it was a great day n it had soo many memories, i'm glad that i got a chance to go to this.                ",0,,,,,,,,,,,,,,,,,
3538896,Student,"                 haiz... today... morning... haiz... somehow quarreled with my brother again... haiz... maybe its somehow a kind of communication?? haiz... luckily, dad's there always to solve it.. cant understand wad's my brother talkin bout this morning... early morning i woke up at 6:30am jus to complete kian wee's work... but he dun seem to appreciate it... haiz... well... maybe as a friend i should help... right? den after that... bout 7am, after completing his work, started wif some comp games... but somehow... OOPS!! DAD BACK!! CANT BLOG LE!!!      ",0,,,,,,,,,,,,,,,,,
3537683,indUnk,"       Hello ladies!  I'm looking forward to the collection tomorrow night and seeing some more baby pics.  Anne-Sophie, you are so cute!  You've hardly changed.  Well, I'd like to extend an invitation to the group to come to my home, perhaps for our June 22nd meeting?  I'd be happy to make sangria for everyone and come up with a topic as well.  We can stay here for a couple of hours and then head out, depending on what everyone wants to do.  Vincent has no problem making himself scarce for the evening :)  We can discuss it at tomorrow's meeting!  See you then.  xo Apryl         ",0,,,,,,,,,,,,,,,,,
3537498,Communications-Media,"             So much for writing every day, but at least I am coming back. I'm not ready to give up on this just yet.  This morning I turned on my computer there on my desktop screen sat American hostage Paul Johnson.  The picture was gruesome, especially if you look at it as the way it must all seem through the eyes of his family members.  I am not at all sure I know which is more terrible--the torture of this innocent man or the torture of his family members as pictures of his torture are displayed for all the nation to see.                       People perish for cold metal.                                                               Alexander Solzhenitsyn              ",0,,,,,,,,,,,,,,,,,
3536448,Arts,            urlLink    I think you guys are just about as sweet as a couple cherries&nbsp; urlLink            ,0,,,,,,,,,,,,,,,,,
3533584,Engineering,"             deomcratic senator frank lautenberg of new jersery has  urlLink called for censorship hearings  in response to news of disney's refusal to distribute micheal moore's farenheit 911 & other recent political censorship incidents.  the hearings, if performed, will be through the commerce committe (chaired by the world's most famous gook hater but otherwise all right guy, sen. john mccain).               ",0,,,,,,,,,,,,,,,,,
3533274,Student,             Hi i m back....nv blog for two days ah cos dose two days r d typical holidays so nthn to blog...neway..ytd my cousins came over n stayed overnite here den we play n play like siao den todae we woke up at 7.00 den i n two of my cousins went to henderson secondary for a soccer competition..started at abt 9.15 den we had five matches.....first one drew 0-0 second one won 1-0( i scored) third one drew 1-1( i scored) fourth one drew 0-0 den last game which was d third n fourth placing we won 1-0( i scored AGAIN)..so dat means my whole team is unbeaten den i m d oni n top scorer for d team wif 3 goals..n in d end we won 3rd place for under-13..trophy is nice..dis competition i haf participated 4 times (includin todae) n all also gt win some thn n come hm leh nt bad ah kept the record going today...first time was in p5 we won under 12 champions den p6 we won under 13 3rd place den last yr won under 14 second den dis yr won under 13 3rd..i m totally shacked man dunno wad time gonna k.o todae..CiAoZ         ,0,,,,,,,,,,,,,,,,,
3532939,Government,"       Well Folks out in Blogger land I have to let you all know about one of the best weekends I've had in months. It all started on Friday after work...I went home and cleaned up a bit (shaved, edged myself upp, washed my hair) then I went to my hair braiders house and she hooked me up...;o) After I got the braids fresh I went over to my man's house and we started to drink...man I tell you some dominoes, Paul Masson, a few J's and we were lit...lol...we strolled in the club around 1:30am fully lit and ready to party...When i stepped in the club things were different...I mean normally I know everyone that's in there but that night there had to be all sorts of new faces...I really don't remember too much but I do remember dancing with all sorts of women...I swear I was being passed around from friend to friend....all of them telling me how cute I am ( like it's something I haven't heard before) After the dancing carousel I had to get me another drink...but I had a basketball game in about 6 or 7 hours so I had to make it a light one...Heineken Brew...;o) Needless to say I don't know what time I left the club or where we went afterwards but I do remember waking up at 10am feeling brand new! I had a basketball tournament in Nieder-Ulm (which is about an hour from me) Our first game was really sloppy...only 6 people showed up (I'd say about 5 out of the 6 were still pretty hungover) and we had to play a pretty good team...needless to say we lost that game...but we lost in overtime playing 5 on 3 ( 2 players fouled out and I was one of them) so we ended up losing by 5 points...oh well first game....had to shake some rust off...I had 9 points and 13 rebounds...  the second game was a lot better...the competition was a lot better which made us play better ...we won the game 63-51...I posted 14points, 11 rebounds, 3 blocks, and 4 assists. not bad since I was still recovering from the hangover and I fouled out (once again) Well after that game we had a long break..so you know ya boy went straight to the car and took a power nap...afterwards we decided to go ahead and eat a bit. We had some sort of steak...man all I can say is that it wass off the chain...I had like 3 of them. As we were eating a few women from one of the girls teams that were there came over to sit with us...they were cool and we found out one of them used to play ball at URI (University of Rhode Island) She really wasn't that cute but it was good to see another American out there...Well we headed to our third game of the day and when we got to the court I almost died laughing...the competition was a joke...they didn't have a guy over 6 foot...lol....so you know I had to take advantage...man I felt like Shaq out there...I'd say it was pretty good until about half way through the first half when one of my teammates shot the ball missed and I caught the rebound and dunked all over there star player...I'm talking nuts in his face tye of dunk...lol..after that he sat down and never came back in the game...we won 88-42 by far the worst ass kicking in the whole tournament...it would have been a lot worse but we were playing around trying to make up dunks and missed a bunch of shots....I had 27 points, 22 rebounds 7 blocks, 9 assists. Well that sums up day one....I'll be back to give you the scoop on what happened that night and the following days when i return from lunch!         ",0,,,,,,,,,,,,,,,,,
3532353,indUnk,"            urlLink International High IQ Society | Puzzles   Number 5 is especially mad. I mean, really.  [music: Zlantnite Ciganski Pesni - Godejari]         ",0,,,,,,,,,,,,,,,,,
3531623,indUnk,"                 Have you ever had those days where you just feel blah? Just one of those days where you dont feel bad, but you dont really feel good either. Today has been one of those days, I just feel so blah about everything. Im even kinda blah about blog right now, maybe tomorrow.      ",0,,,,,,,,,,,,,,,,,
3525160,indUnk,"           ...I decided to braindump without care... with caution to the wind... how very brave of me... I am so proud.  The display of the inner workings of the human mind is complex, and most often quite depressing.  This is, at least, what I gather from it all.  Blogs have taught me this.  And it is the written word, so no matter how you sugarcoat it and make it palatable, somewhere along the line something will be incorrectly perceived and processed.  I wonder how many 'friendships' have gone to the wall due to these blogs.  Or just relationships as a whole.  Are Gallup and Zogby busy, per chance?  So today I want to be thankful.  Thankful for my parents doing their best and not abusing me physically, and thankful that I understand my mother didn't mean the psychological things that manifested themselves.  Thankful for having been able to sing in a band, play baseball, do theater work... and various other activities that I have enjoyed over the years.  Thankful that I found a seemingly stable relationship with someone whom I greatly admire as a human being.  Thankful that she helped introduce me and the world to a couple of pretty swell rugrats.  Thankful that I have witnessed so much history and historical places in my lifetime.  I have stood on the hill at Carthage.  I have lived within the remnants of the Warsaw Ghetto.  I have walked through Brandenburg Gate.  (BTW... thanks, Mr. Gorbachev and friends)  I have walked inside a Roman Colloseum.  I have been delayed at Heathrow.  I have crossed St. Charles' Bridge.  I have sat at a bar drinking the original Budweiser (from the Czech Republic) while discussing the history of Central Europe with a variety of characters too diverse to divulge.  Not too shabby for a boy from Arkansas who was too lazy and caught up in life to complete college.  Who'da thunk it?  So, like I said, since no one reads me anyway... I can be reminiscientally thoughtful without concern for being misconstrued as being bragadocious.  I sure could have had it all a lot worse...         ",0,,,,,,,,,,,,,,,,,
3524984,Student,"                 It sickens me to know that I am afraid of food. I can be so shallow. Lets see. Yesterday...I woke up at around noon...had a glass of water...then at around three...I had a glass of grape juice...at five...everyone was having supper so, I joined in like a huge pig...and had a salad...ugh! I went to bed at around 1:00AM. One of my aunts who is close to my 'new' family came over for supper..so I really had to force myself to eat...though, the feeling of food being stuffed in your mouth, isn't really a desired one...well anyway..about that aunt of mine...can anybody say -huge-son-of-a-bitch- 10 times real fast?! She was talking to my erm 'dad' since my 'mum' is nowhere to be found...[though she did call me and tell me that everything was alright, and that - no she wasn't coming back...ok. I'm heart broken...and it sucks to know that you miss your own replacement mom...I'm not supossed to hate her?! Oh well...she was there for me and I am thankful for everything she and 'dad' have done.] UGH! I keep going back to another subject... *coughs*becauseIdontWantToTalkAboutIT*coughs* Anyway, she was like 'Tim, dear. You have to watch that freak show, you know shes going to be 6 feet under if you dont watch her...Just like that mother of hers! She calls herself a mother, she was clearly knocked up with her first child, what was it again..Michael his name was...where is he anyway Tim?! Dont tell me you dont know!' I was in such a rage, that I got up from the table, jai toute sacré on the floor and I was just fed up of her and her antics...she cant go spread bullshit somewhere else but here!? The wacko...shes such a dumbass!! Dont ask, just dont...*cries* WTF am I doing... Ugh, I called nat today...only too find out she was gone to Montreal for the week. too bad, I'm not headed there for about another couple of days. By the time I get there, she'll be back here...meh. whatever...I need someone too talk to...and, well...apart from Dee or Billy...All I have friends I've met online...But - I would only talk to one of them...and thats only if THEY started the convo...I dont want to have some kind of pity party going on..It's just the guy, he understands so much...I dont know...I just, like him alot..My dad wont stop it with the phone calls..he always says the same thing 'I never meant to hit you Em. You know you're an amazing person...blah blah blah...'then the moment came..he said IT...'im sorry'...this was the perfect moment to show him how much I really didn't care and that he had lost me forever...I just said...'If only sorry could heal all the scars...If only you hadn't hit me all those times...If only...' and I hung up...and I cried for awhile...I just wanted a normal family..for once..just for once..try to see what its like...I called BELL© Telephone a little later and blocked his cell phone number...his home phone..everything... SHAY- RIP JENN &amp; DAVID...J'vous Aiment!       ",0,,,,,,,,,,,,,,,,,
3524671,Government,"       had nightmares this morning,thus triggering my bladder,therefore got to go pee at around 1 plus in the morning.woke up around 9plus,checked hp for messages(got 2 from baby) then had vegetarian beehoon for breakfast*yucks*.tried to call and message my baby but the hp was off*chey,i thought he was on duty or what,who knows that he forgot to bring that hp*.dumb dumb.  went on to clean the pig's cage and bathe them.bathed for freesia first.she sniffed at my shorts and decided to have a nip,therefore i got a little love bite from her on my inner thigh.next was pepe's turn.he was very naughty,he kept on moving around when i was blowdrying him.talked to baby for awhile,he asked me to wake him up at 1700.v called at 1430,wanted to meet me.we initially agreed to meet at cityhall at 1600,but my area was raining so the outing was cancelled.watched super sunday out of boredom.checked on robo,one of its eyes was closed/stuck.got to snipped off some of its hair and cleaned the area.now it's living alone in the tank.so pitiful =( hope the area around the eye heals quickly.  feel like getting out of the house later,maybe to JP to get hamster's food.or stay home watch harry potter and work on the cross stitch.*yawn* can't wait for monday to come =) will be getting my results on wed *cross fingers*     urlLink    my mood now&nbsp; urlLink              ",0,,,,,,,,,,,,,,,,,
3523367,indUnk,       An anonymous reporter has reported to m3r that her dad used to smoke up with Peter Costello in university.          ,0,,,,,,,,,,,,,,,,,
3523319,Internet,"       I'll have you know I was a fucking ninja in one paintball game, when I single-handedly stormed a temple and took out four bastards, and then got some stirling backup from Wee Dave and his sister, and we took out another two or three.  Of course, when I got shot and went back to the elimination zone, there were only three opposing players there. You do the math.         ",0,,,,,,,,,,,,,,,,,
3523319,Internet,"       Yeah, I've seen a clip of that on TV.  I have no idea what James thought he was doing standing in the middle of the goal there. Becks, as it turned out, knew best.         ",0,,,,,,,,,,,,,,,,,
3523319,Internet,"       Debbie Does Dallas Special Edition is just like the first one except all the cocks are replaced by walkie-talkies. And Han shoots first, if you know what I mean. Hur-hur.  Those buttons do need re-doing. The travel system will take a while to re-do, make sure they know that because otherwise they'll say to you, look, it was 80% of the way there, why is it taking so long? You should explain the 80-20 rule with some pictures and maybe a puppet.         ",0,,,,,,,,,,,,,,,,,
3522724,Banking,"       point scoring starts about 12.30 on saturday, with the big gay spurs/liverpool game, so that would appear to be about the deadline. i think i can add teams to the mini-league at any point. i think...         ",0,,,,,,,,,,,,,,,,,
3522724,Banking,"       I, for the most part, concur.  Especially about the Brocolli thing.  I demand Dave make this page... you know... different.  And move the posting box at the bottom of the page over to the left. I don't like it centered. [If any mofo mentions the spelling of that word, I will have to open up a can of whoop-ass on them]         ",0,,,,,,,,,,,,,,,,,
3522700,indUnk,               have you ever loved somebody so much it makes you cry?   ,0,,,,,,,,,,,,,,,,,
3521090,Education,"                 I'm still a little tired from all the excitement last night.  Met up with Deirdre for dinner at  urlLink Holland V . We had North Indian at Kinara, which was good and less expensive than I thought it could be. I still prefer Maharajah, though. Mostly because they have my favourite  Prawn Butter Masala . :) Yummy!  Deirdre bought me a pretty pink  urlLink SPCA  tee with little cats on it. She's such an angel... We talked for hours, as usual. It was sad to say goodbye, because I know that with our busy schedules, we don't get to dine much. I'm really looking forward to our next date.  Met G briefly thereafter. Haven't seen him for weeks. We've drifted, I must say. But at least we're in touch, and I hope to see him again just before I fly off.  And now, I'm still a little too sleepy to drag myself to the conference in ulu NTU. But I'm sure it'd be a good day today. :) It's sometimes good to be optimistic.               ",0,,,,,,,,,,,,,,,,,
3520781,Student,"       Todae went out wif my mom & brother to Buona Vista to get his lost card.... then also had me TERTIARY STUDENT EZ-LINK CARD done at the station... after tat, went all the way to Jurong point, juz wanted to show them the place, they never been to there yet. Then had lunch at jurong point.... After tat, did some shopping around the shopping complex, bought some stuff for myself & my brother, then went down to somerset to do shopping for clothes. After 3 hours, we took the train down to Bishan where we walk for another 1 1/2 hour @ junction 8, bought some stuff for myself again tis time & then headed off for dinner at one of the coffee shop near the shopping complex. After dinner, we went to Fairprice to shop for basic necessities before going to the multi-storey carpark to collect our car... Now i am here writing my bolg for the dae, juz  finish watching a movie like 10 mins ago.... Had a really enjoyable dae 2dae with my mom...... though now my legs are like kind of stiff.... hmmm..... now still unable to slp though, i guess i will surf the net for a while longer before going to bed..... YAWNZ!           ",0,,,,,,,,,,,,,,,,,
3520778,Student,"             Oh man, school's coming to an end and I see myself and everyone around me getting...lazy.  My math teacher said she'll drop our lowest test score, and if that means our lowest teast score is our final...bye bye final.  it's awesome, but it's also giving me a reason NOT to study.  I honestly don't know how I'm going to make it through college alive.         ",0,,,,,,,,,,,,,,,,,
